"","ID","Year","Longitude","Latitude","PA","PAPrev","road_PA","Distance_to_shore","Habitat.boundary_open","Plant.dryness","Patch.shadow","Rainfall_August","Rainfall_July","Sh","PatchArea","Hostm2","Hostm2Prev","ShCat","PropDryPrev","PropDry","PathPresence"
"5931","581",3,3092715.2,6704265.33,"0","0","FALSE",487.0398825,"TRUE",0,2,43.51332881,27.94084914,99.89273637,428,1,3,"2",60,0,FALSE
"5932","581",4,3092715.2,6704265.33,"0","0","FALSE",487.0398825,"TRUE",0,2,40.03057199,44.93653816,99.89273637,428,2,1,"2",0,0,FALSE
"5933","581",5,3092715.2,6704265.33,"0","0","FALSE",487.0398825,"TRUE",0,2,81.27722206,37.02514408,99.89273637,428,10,2,"2",0,0,FALSE
"5934","581",6,3092715.2,6704265.33,"0","0","FALSE",487.0398825,"TRUE",0,2,44.34122056,45.42798745,99.89273637,428,0.5,10,"2",0,0,FALSE
"5935","581",7,3092715.2,6704265.33,"0","0","FALSE",487.0398825,"TRUE",0,2,29.97534642,29.6466439,99.89273637,428,4,0.5,"2",0,0,FALSE
"5936","581",8,3092715.2,6704265.33,"0","0","FALSE",487.0398825,"TRUE",0,2,79.28033496,15.05511663,99.89273637,428,3,4,"2",0,0,FALSE
"5942","582",2,3092998.899,6704006.116,"0","0","FALSE",207.756558,"TRUE",0.5,1,9.491606222,56.18384382,104.5461435,594,3,2,"2",0.1,50,FALSE
"5943","582",3,3092998.899,6704006.116,"0","0","FALSE",207.756558,"TRUE",0.01,1,40.67858508,29.95197766,104.5461435,594,3,3,"2",50,1,FALSE
"5944","582",4,3092998.899,6704006.116,"1","0","FALSE",207.756558,"TRUE",0.03,1,38.78455516,44.48077847,104.5461435,594,5,3,"2",1,3,TRUE
"5945","582",5,3092998.899,6704006.116,"0","1","FALSE",207.756558,"TRUE",0,1,95.38751889,41.38604447,104.5461435,594,20,5,"2",3,0,FALSE
"5946","582",6,3092998.899,6704006.116,"0","0","FALSE",207.756558,"TRUE",0.02,1,42.6014164,42.70142739,104.5461435,594,1,20,"2",0,2,FALSE
"5947","582",7,3092998.899,6704006.116,"0","0","FALSE",207.756558,"TRUE",0,1,30.95933268,26.44243023,104.5461435,594,3,1,"2",2,0,FALSE
"5948","582",8,3092998.899,6704006.116,"0","0","FALSE",207.756558,"TRUE",0.1,1,80.44612265,14.94749066,104.5461435,594,2,3,"2",0,10,FALSE
"5954","584",2,3090631.816,6701478.684,"0","0","FALSE",1118.713139,"TRUE",0.2,1,11.96495123,56.91172602,139.6496434,3166,4,2,"2",0,20,FALSE
"5955","584",3,3090631.816,6701478.684,"0","0","FALSE",1118.713139,"TRUE",0.02,1,45.69533509,27.58916504,139.6496434,3166,2,4,"2",20,2,FALSE
"5956","584",4,3090631.816,6701478.684,"0","0","FALSE",1118.713139,"TRUE",0.03,1,31.42244394,68.38480393,139.6496434,3166,4,2,"2",2,3,FALSE
"5957","584",5,3090631.816,6701478.684,"0","0","FALSE",1118.713139,"TRUE",0,1,70.2645636,49.82969563,139.6496434,3166,3.5,4,"2",3,0,FALSE
"5958","584",6,3090631.816,6701478.684,"0","0","FALSE",1118.713139,"TRUE",0,1,36.38266682,43.71497035,139.6496434,3166,1,3.5,"2",0,0,FALSE
"5959","584",7,3090631.816,6701478.684,"0","0","FALSE",1118.713139,"TRUE",0,1,21.77072359,32.7086991,139.6496434,3166,0.1,1,"2",0,0,FALSE
"5960","584",8,3090631.816,6701478.684,"0","0","FALSE",1118.713139,"TRUE",0,1,72.4783076,15.27586371,139.6496434,3166,1,0.1,"2",0,0,FALSE
"5966","585",2,3090817.736,6701183.588,"0","0","TRUE",1267.845797,"TRUE",0.9,1,10.72424365,59.1172523,136.9092415,3423,3,2,"2",0,90,FALSE
"5967","585",3,3090817.736,6701183.588,"0","0","TRUE",1267.845797,"TRUE",0,1,38.50572554,26.83445389,136.9092415,3423,3,3,"2",90,0,FALSE
"5968","585",4,3090817.736,6701183.588,"0","0","TRUE",1267.845797,"TRUE",0,1,33.55871949,77.68909669,136.9092415,3423,2.7,3,"2",0,0,FALSE
"5969","585",5,3090817.736,6701183.588,"0","0","TRUE",1267.845797,"TRUE",0,1,71.81189447,44.78775835,136.9092415,3423,5,2.7,"2",0,0,FALSE
"5970","585",6,3090817.736,6701183.588,"0","0","TRUE",1267.845797,"TRUE",0.02,1,39.89563261,48.11241656,136.9092415,3423,1,5,"2",0,2,FALSE
"5971","585",7,3090817.736,6701183.588,"0","0","TRUE",1267.845797,"TRUE",0,1,22.60776965,31.79153237,136.9092415,3423,2.5,1,"2",2,0,FALSE
"5972","585",8,3090817.736,6701183.588,"0","0","TRUE",1267.845797,"TRUE",0,1,71.60396458,15.52066061,136.9092415,3423,10,2.5,"2",0,0,FALSE
"5978","586",2,3090730.78,6700856.024,"0","0","FALSE",1072.221859,"TRUE",0.8,1,10.72424365,59.1172523,135.0792468,932,3,3,"2",0,80,FALSE
"5979","586",3,3090730.78,6700856.024,"0","0","FALSE",1072.221859,"TRUE",0,1,38.50572554,26.83445389,135.0792468,932,1,3,"2",80,0,FALSE
"5980","586",4,3090730.78,6700856.024,"0","0","FALSE",1072.221859,"TRUE",0,1,33.55871949,77.68909669,135.0792468,932,0.2,1,"2",0,0,FALSE
"5981","586",5,3090730.78,6700856.024,"0","0","FALSE",1072.221859,"TRUE",0,1,71.81189447,44.78775835,135.0792468,932,1,0.2,"2",0,0,FALSE
"5982","586",6,3090730.78,6700856.024,"0","0","FALSE",1072.221859,"TRUE",0.01,1,39.89563261,48.11241656,135.0792468,932,0.6,1,"2",0,1,FALSE
"5983","586",7,3090730.78,6700856.024,"0","0","FALSE",1072.221859,"TRUE",0,1,22.60776965,31.79153237,135.0792468,932,0.5,0.6,"2",1,0,FALSE
"5984","586",8,3090730.78,6700856.024,"0","0","FALSE",1072.221859,"TRUE",0,1,71.60396458,15.52066061,135.0792468,932,0,0.5,"2",0,0,FALSE
"5990","587",2,3090662.487,6700828.65,"0","0","FALSE",998.6489972,"TRUE",0.5,2,10.72424365,59.1172523,134.6210518,1764,4,0.2,"2",0,50,FALSE
"5991","587",3,3090662.487,6700828.65,"0","0","FALSE",998.6489972,"TRUE",0.01,2,38.50572554,26.83445389,134.6210518,1764,2,4,"2",50,1,FALSE
"5992","587",4,3090662.487,6700828.65,"0","0","FALSE",998.6489972,"TRUE",0,2,33.55871949,77.68909669,134.6210518,1764,1.9,2,"2",1,0,FALSE
"5993","587",5,3090662.487,6700828.65,"0","0","FALSE",998.6489972,"TRUE",0,2,71.81189447,44.78775835,134.6210518,1764,2,1.9,"2",0,0,FALSE
"5994","587",6,3090662.487,6700828.65,"0","0","FALSE",998.6489972,"TRUE",0.02,2,39.89563261,48.11241656,134.6210518,1764,2,2,"2",0,2,FALSE
"5995","587",7,3090662.487,6700828.65,"0","0","FALSE",998.6489972,"TRUE",0.05,2,22.60776965,31.79153237,134.6210518,1764,4,2,"2",2,5,FALSE
"5996","587",8,3090662.487,6700828.65,"0","0","FALSE",998.6489972,"TRUE",0,2,71.60396458,15.52066061,134.6210518,1764,4,4,"2",5,0,FALSE
"6002","588",2,3090589.23,6700731.933,"0","0","FALSE",894.2853195,"TRUE",0.2,2,10.72424365,59.1172523,134.0695931,4300,2,1,"2",0,20,FALSE
"6003","588",3,3090589.23,6700731.933,"0","0","FALSE",894.2853195,"TRUE",0,2,38.50572554,26.83445389,134.0695931,4300,0,2,"2",20,0,FALSE
"6004","588",4,3090589.23,6700731.933,"0","0","FALSE",894.2853195,"TRUE",0.05,2,33.55871949,77.68909669,134.0695931,4300,1,0,"2",0,5,FALSE
"6005","588",5,3090589.23,6700731.933,"0","0","FALSE",894.2853195,"TRUE",0,2,71.81189447,44.78775835,134.0695931,4300,0.25,1,"2",5,0,FALSE
"6006","588",6,3090589.23,6700731.933,"0","0","FALSE",894.2853195,"TRUE",0.02,2,39.89563261,48.11241656,134.0695931,4300,0.5,0.25,"2",0,2,FALSE
"6007","588",7,3090589.23,6700731.933,"0","0","FALSE",894.2853195,"TRUE",0,2,22.60776965,31.79153237,134.0695931,4300,1,0.5,"2",2,0,FALSE
"6008","588",8,3090589.23,6700731.933,"0","0","FALSE",894.2853195,"TRUE",0,2,71.60396458,15.52066061,134.0695931,4300,0.5,1,"2",0,0,FALSE
"6014","589",2,3089599.911,6698776.058,"0","0","FALSE",37.53937577,"TRUE",0.1,2,15.69543637,47.43306378,115.8747813,888,3,1,"2",0,10,FALSE
"6015","589",3,3089599.911,6698776.058,"0","0","FALSE",37.53937577,"TRUE",0,2,52.71306201,38.70478652,115.8747813,888,1,3,"2",10,0,FALSE
"6016","589",4,3089599.911,6698776.058,"0","0","FALSE",37.53937577,"TRUE",0,2,26.69293154,47.28791026,115.8747813,888,1,1,"2",0,0,FALSE
"6017","589",5,3089599.911,6698776.058,"0","0","FALSE",37.53937577,"TRUE",0,2,84.58097061,29.99565347,115.8747813,888,5,1,"2",0,0,FALSE
"6018","589",6,3089599.911,6698776.058,"0","0","FALSE",37.53937577,"TRUE",0,2,59.34455836,48.62894626,115.8747813,888,0.25,5,"2",0,0,FALSE
"6019","589",7,3089599.911,6698776.058,"0","0","FALSE",37.53937577,"TRUE",0.1,2,26.65165579,21.06877366,115.8747813,888,1,0.25,"2",0,10,FALSE
"6020","589",8,3089599.911,6698776.058,"0","0","FALSE",37.53937577,"TRUE",0.25,2,81.34125833,17.16468291,115.8747813,888,0.2,1,"2",10,25,FALSE
"6026","592",2,3119618.941,6699739.361,"1","0","TRUE",1798.612309,"TRUE",0.4,1,3.061029478,47.11583688,267.8890882,4172,15,9,"3",0,40,TRUE
"6027","592",3,3119618.941,6699739.361,"0","1","TRUE",1798.612309,"TRUE",0.02,1,35.99682525,16.38337536,267.8890882,4172,20,15,"3",40,2,FALSE
"6029","592",5,3119618.941,6699739.361,"0","0","TRUE",1798.612309,"TRUE",0.03,1,55.63763989,76.87373705,267.8890882,4172,57,101,"3",1,3,FALSE
"6030","592",6,3119618.941,6699739.361,"1","0","TRUE",1798.612309,"TRUE",0.05,1,94.61669467,58.56652164,267.8890882,4172,12,57,"3",3,5,TRUE
"6031","592",7,3119618.941,6699739.361,"0","1","TRUE",1798.612309,"TRUE",0.1,1,54.06402695,42.73478416,267.8890882,4172,25,12,"3",5,10,FALSE
"6032","592",8,3119618.941,6699739.361,"0","0","TRUE",1798.612309,"TRUE",0.04,1,89.85157465,22.45489003,267.8890882,4172,6,25,"3",10,4,FALSE
"6038","594",2,3088534.467,6702198.036,"0","0","FALSE",1215.87164,"TRUE",0.05,1,10.45283261,46.47472734,128.0904478,438,1,1,"2",0,5,FALSE
"6039","594",3,3088534.467,6702198.036,"0","0","FALSE",1215.87164,"TRUE",0,1,44.97665928,35.24254078,128.0904478,438,0,1,"2",5,0,FALSE
"6040","594",4,3088534.467,6702198.036,"0","0","FALSE",1215.87164,"TRUE",0,1,33.29394282,53.80031307,128.0904478,438,1.5,0,"2",0,0,FALSE
"6041","594",5,3088534.467,6702198.036,"0","0","FALSE",1215.87164,"TRUE",0,1,79.42169111,26.69555014,128.0904478,438,2,1.5,"2",0,0,FALSE
"6042","594",6,3088534.467,6702198.036,"0","0","FALSE",1215.87164,"TRUE",0,1,47.35578124,44.31893059,128.0904478,438,1,2,"2",0,0,FALSE
"6043","594",7,3088534.467,6702198.036,"0","0","FALSE",1215.87164,"TRUE",0,1,32.30195125,30.98384733,128.0904478,438,1,1,"2",0,0,FALSE
"6044","594",8,3088534.467,6702198.036,"0","0","FALSE",1215.87164,"TRUE",0.08,1,76.67823923,15.62259358,128.0904478,438,2.5,1,"2",0,8,FALSE
"6050","595",2,3087388.331,6704491.312,"0","0","TRUE",69.43723149,"TRUE",0.8,1,23.29422935,47.6558239,62.39632637,113,1,7,"1",0,80,FALSE
"6051","595",3,3087388.331,6704491.312,"0","0","TRUE",69.43723149,"TRUE",0,1,56.45354125,19.78856536,62.39632637,113,1,1,"1",80,0,FALSE
"6052","595",4,3087388.331,6704491.312,"0","0","TRUE",69.43723149,"TRUE",0.02,1,34.30363179,48.79713237,62.39632637,113,1.5,1,"1",0,2,FALSE
"6053","595",5,3087388.331,6704491.312,"0","0","TRUE",69.43723149,"TRUE",0.05,1,68.30495517,28.00830634,62.39632637,113,6,1.5,"1",2,5,FALSE
"6054","595",6,3087388.331,6704491.312,"0","0","TRUE",69.43723149,"TRUE",0,1,57.74791646,37.6627805,62.39632637,113,3,6,"1",5,0,FALSE
"6055","595",7,3087388.331,6704491.312,"0","0","TRUE",69.43723149,"TRUE",0,1,34.54840113,39.47417769,62.39632637,113,1,3,"1",0,0,FALSE
"6056","595",8,3087388.331,6704491.312,"1","0","TRUE",69.43723149,"TRUE",0.05,1,83.67464596,17.5038818,62.39632637,113,3,1,"1",0,5,TRUE
"6062","597",2,3089533.854,6700645.488,"0","0","FALSE",72.90889479,"FALSE",1,2,13.10160627,46.13625912,129.2336319,2592,2,3,"2",0,100,FALSE
"6063","597",3,3089533.854,6700645.488,"0","0","FALSE",72.90889479,"FALSE",0,2,49.72729892,33.15080048,129.2336319,2592,2,2,"2",100,0,FALSE
"6064","597",4,3089533.854,6700645.488,"0","0","FALSE",72.90889479,"FALSE",0.01,2,26.12147108,51.67797894,129.2336319,2592,1,2,"2",0,1,FALSE
"6065","597",5,3089533.854,6700645.488,"0","0","FALSE",72.90889479,"FALSE",0.05,2,81.41961621,31.56142478,129.2336319,2592,2,1,"2",1,5,FALSE
"6066","597",6,3089533.854,6700645.488,"0","0","FALSE",72.90889479,"FALSE",0,2,53.2673515,48.82222634,129.2336319,2592,0.3,2,"2",5,0,FALSE
"6067","597",7,3089533.854,6700645.488,"0","0","FALSE",72.90889479,"FALSE",0,2,23.65344982,32.52855125,129.2336319,2592,0,0.3,"2",0,0,FALSE
"6068","597",8,3089533.854,6700645.488,"0","0","FALSE",72.90889479,"FALSE",0.15,2,83.81981407,15.95182412,129.2336319,2592,0.5,0,"2",0,15,FALSE
"6074","598",2,3089329.536,6701065.732,"0","0","FALSE",35.18045012,"TRUE",0.9,1,10.74222602,47.10030781,134.982133,3917,1,4,"2",0,90,FALSE
"6075","598",3,3089329.536,6701065.732,"0","0","FALSE",35.18045012,"TRUE",0,1,44.33455337,30.36647439,134.982133,3917,0,1,"2",90,0,FALSE
"6076","598",4,3089329.536,6701065.732,"0","0","FALSE",35.18045012,"TRUE",0,1,30.80956535,56.04978642,134.982133,3917,0.8,0,"2",0,0,FALSE
"6077","598",5,3089329.536,6701065.732,"0","0","FALSE",35.18045012,"TRUE",0,1,77.64488731,33.21499059,134.982133,3917,2,0.8,"2",0,0,FALSE
"6078","598",6,3089329.536,6701065.732,"0","0","FALSE",35.18045012,"TRUE",0,1,54.6822498,69.76857881,134.982133,3917,0.5,2,"2",0,0,FALSE
"6079","598",7,3089329.536,6701065.732,"0","0","FALSE",35.18045012,"TRUE",0,1,26.64979331,33.20838917,134.982133,3917,0.3,0.5,"2",0,0,FALSE
"6080","598",8,3089329.536,6701065.732,"0","0","FALSE",35.18045012,"TRUE",0.1,1,72.71043624,16.02931163,134.982133,3917,3,0.3,"2",0,10,FALSE
"6086","599",2,3089155.439,6701088.233,"0","0","TRUE",209.2978912,"TRUE",0.1,1,10.74222602,47.10030781,133.5775019,531,4,3,"2",0,10,FALSE
"6087","599",3,3089155.439,6701088.233,"0","0","TRUE",209.2978912,"TRUE",0,1,44.33455337,30.36647439,133.5775019,531,2,4,"2",10,0,FALSE
"6088","599",4,3089155.439,6701088.233,"0","0","TRUE",209.2978912,"TRUE",0,1,30.80956535,56.04978642,133.5775019,531,1.5,2,"2",0,0,FALSE
"6089","599",5,3089155.439,6701088.233,"0","0","TRUE",209.2978912,"TRUE",0,1,77.64488731,33.21499059,133.5775019,531,5,1.5,"2",0,0,FALSE
"6090","599",6,3089155.439,6701088.233,"0","0","TRUE",209.2978912,"TRUE",0,1,54.6822498,69.76857881,133.5775019,531,2,5,"2",0,0,FALSE
"6091","599",7,3089155.439,6701088.233,"0","0","TRUE",209.2978912,"TRUE",0,1,26.64979331,33.20838917,133.5775019,531,1.5,2,"2",0,0,FALSE
"6092","599",8,3089155.439,6701088.233,"0","0","TRUE",209.2978912,"TRUE",0.2,1,72.71043624,16.02931163,133.5775019,531,1.5,1.5,"2",0,20,FALSE
"6098","600",2,3089185.611,6701213.693,"0","0","TRUE",179.2391611,"TRUE",0.7,1,10.74222602,47.10030781,135.4604339,1902,2,3,"2",0,70,FALSE
"6099","600",3,3089185.611,6701213.693,"0","0","TRUE",179.2391611,"TRUE",0,1,44.33455337,30.36647439,135.4604339,1902,3,2,"2",70,0,FALSE
"6100","600",4,3089185.611,6701213.693,"0","0","TRUE",179.2391611,"TRUE",0.01,1,30.80956535,56.04978642,135.4604339,1902,3,3,"2",0,1,FALSE
"6101","600",5,3089185.611,6701213.693,"0","0","TRUE",179.2391611,"TRUE",0,1,77.64488731,33.21499059,135.4604339,1902,8,3,"2",1,0,FALSE
"6102","600",6,3089185.611,6701213.693,"0","0","TRUE",179.2391611,"TRUE",0.05,1,54.6822498,69.76857881,135.4604339,1902,2,8,"2",0,5,FALSE
"6103","600",7,3089185.611,6701213.693,"0","0","TRUE",179.2391611,"TRUE",0,1,26.64979331,33.20838917,135.4604339,1902,5,2,"2",5,0,FALSE
"6104","600",8,3089185.611,6701213.693,"0","0","TRUE",179.2391611,"TRUE",0.15,1,72.71043624,16.02931163,135.4604339,1902,0.5,5,"2",0,15,FALSE
"6110","601",2,3089045.353,6701880.638,"0","0","TRUE",654.0619023,"TRUE",0.8,1,10.58322547,46.70527141,136.6436858,3482,15,5,"2",0,80,FALSE
"6111","601",3,3089045.353,6701880.638,"0","0","TRUE",654.0619023,"TRUE",0,1,46.82975081,34.66325302,136.6436858,3482,3,15,"2",80,0,FALSE
"6112","601",4,3089045.353,6701880.638,"0","0","TRUE",654.0619023,"TRUE",0,1,32.73273819,55.59818864,136.6436858,3482,5,3,"2",0,0,FALSE
"6113","601",5,3089045.353,6701880.638,"0","0","TRUE",654.0619023,"TRUE",0.02,1,80.96735418,28.91693394,136.6436858,3482,50,5,"2",0,2,FALSE
"6114","601",6,3089045.353,6701880.638,"0","0","TRUE",654.0619023,"TRUE",0.05,1,51.67836613,51.85467782,136.6436858,3482,2,50,"2",2,5,FALSE
"6115","601",7,3089045.353,6701880.638,"0","0","TRUE",654.0619023,"TRUE",0.05,1,30.01941209,32.20394433,136.6436858,3482,5,2,"2",5,5,FALSE
"6116","601",8,3089045.353,6701880.638,"0","0","TRUE",654.0619023,"TRUE",0.2,1,74.13671827,15.19840669,136.6436858,3482,1,5,"2",5,20,FALSE
"6122","602",2,3089122.771,6701772.304,"0","0","FALSE",521.917604,"TRUE",0.9,1,10.58322547,46.70527141,139.2806049,2133,2,3,"2",0,90,FALSE
"6123","602",3,3089122.771,6701772.304,"0","0","FALSE",521.917604,"TRUE",0,1,46.82975081,34.66325302,139.2806049,2133,1,2,"2",90,0,FALSE
"6124","602",4,3089122.771,6701772.304,"0","0","FALSE",521.917604,"TRUE",0,1,32.73273819,55.59818864,139.2806049,2133,3,1,"2",0,0,FALSE
"6125","602",5,3089122.771,6701772.304,"0","0","FALSE",521.917604,"TRUE",0.1,1,80.96735418,28.91693394,139.2806049,2133,5,3,"2",0,10,FALSE
"6126","602",6,3089122.771,6701772.304,"0","0","FALSE",521.917604,"TRUE",0,1,51.67836613,51.85467782,139.2806049,2133,2,5,"2",10,0,FALSE
"6127","602",7,3089122.771,6701772.304,"0","0","FALSE",521.917604,"TRUE",0,1,30.01941209,32.20394433,139.2806049,2133,2,2,"2",0,0,FALSE
"6128","602",8,3089122.771,6701772.304,"0","0","FALSE",521.917604,"TRUE",0.05,1,74.13671827,15.19840669,139.2806049,2133,2,2,"2",0,5,FALSE
"6134","605",2,3089352.691,6702091.431,"0","0","FALSE",781.5573596,"TRUE",0.98,2,10.74222602,47.10030781,138.609164,1105,1,0.5,"2",0,98,FALSE
"6135","605",3,3089352.691,6702091.431,"0","0","FALSE",781.5573596,"TRUE",0,2,44.33455337,30.36647439,138.609164,1105,0,1,"2",98,0,FALSE
"6136","605",4,3089352.691,6702091.431,"0","0","FALSE",781.5573596,"TRUE",0,2,30.80956535,56.04978642,138.609164,1105,1.5,0,"2",0,0,FALSE
"6137","605",5,3089352.691,6702091.431,"0","0","FALSE",781.5573596,"TRUE",0.02,2,77.64488731,33.21499059,138.609164,1105,6,1.5,"2",0,2,FALSE
"6138","605",6,3089352.691,6702091.431,"0","0","FALSE",781.5573596,"TRUE",0,2,54.6822498,69.76857881,138.609164,1105,0.5,6,"2",2,0,FALSE
"6139","605",7,3089352.691,6702091.431,"0","0","FALSE",781.5573596,"TRUE",0,2,26.64979331,33.20838917,138.609164,1105,1.5,0.5,"2",0,0,FALSE
"6140","605",8,3089352.691,6702091.431,"0","0","FALSE",781.5573596,"TRUE",0.3,2,72.71043624,16.02931163,138.609164,1105,0.5,1.5,"2",0,30,FALSE
"6146","606",2,3089043.557,6702002.684,"0","0","FALSE",763.6355609,"TRUE",0.99,1,10.58322547,46.70527141,133.769939,602,8,15,"2",0,99,FALSE
"6147","606",3,3089043.557,6702002.684,"0","0","FALSE",763.6355609,"TRUE",0,1,46.82975081,34.66325302,133.769939,602,3,8,"2",99,0,FALSE
"6150","606",6,3089043.557,6702002.684,"0","0","FALSE",763.6355609,"TRUE",0,1,51.67836613,51.85467782,133.769939,602,5,25,"2",0,0,FALSE
"6151","606",7,3089043.557,6702002.684,"0","0","FALSE",763.6355609,"TRUE",0.01,1,30.01941209,32.20394433,133.769939,602,3,5,"2",0,1,FALSE
"6152","606",8,3089043.557,6702002.684,"0","0","FALSE",763.6355609,"TRUE",0.1,1,74.13671827,15.19840669,133.769939,602,1,3,"2",1,10,FALSE
"6158","607",2,3088637.408,6701671.648,"0","0","FALSE",812.4718668,"TRUE",0,1,10.45283261,46.47472734,131.8652201,1883,0,5,"2",0,0,FALSE
"6160","607",4,3088637.408,6701671.648,"0","0","FALSE",812.4718668,"TRUE",0.02,1,33.29394282,53.80031307,131.8652201,1883,5,7,"2",0,2,FALSE
"6161","607",5,3088637.408,6701671.648,"0","0","FALSE",812.4718668,"TRUE",0,1,79.42169111,26.69555014,131.8652201,1883,15,5,"2",2,0,FALSE
"6162","607",6,3088637.408,6701671.648,"0","0","FALSE",812.4718668,"TRUE",0,1,47.35578124,44.31893059,131.8652201,1883,2,15,"2",0,0,FALSE
"6163","607",7,3088637.408,6701671.648,"0","0","FALSE",812.4718668,"TRUE",0,1,32.30195125,30.98384733,131.8652201,1883,2,2,"2",0,0,FALSE
"6164","607",8,3088637.408,6701671.648,"1","0","FALSE",812.4718668,"TRUE",0.07,1,76.67823923,15.62259358,131.8652201,1883,2,2,"2",0,7,TRUE
"6170","608",2,3087409.468,6702077.716,"0","0","FALSE",432.246541,"TRUE",0.5,1,16.19879598,43.00487039,111.2182049,1393,1,3,"2",0,50,FALSE
"6171","608",3,3087409.468,6702077.716,"0","0","FALSE",432.246541,"TRUE",0,1,48.46886,30.04257645,111.2182049,1393,2,1,"2",50,0,FALSE
"6172","608",4,3087409.468,6702077.716,"0","0","FALSE",432.246541,"TRUE",0,1,39.16861048,53.90509409,111.2182049,1393,1,2,"2",0,0,FALSE
"6173","608",5,3087409.468,6702077.716,"0","0","FALSE",432.246541,"TRUE",0,1,75.35759981,25.57431805,111.2182049,1393,5,1,"2",0,0,FALSE
"6174","608",6,3087409.468,6702077.716,"0","0","FALSE",432.246541,"TRUE",0,1,51.2907538,49.15562799,111.2182049,1393,2,5,"2",0,0,FALSE
"6175","608",7,3087409.468,6702077.716,"1","0","FALSE",432.246541,"TRUE",0,1,30.48373217,29.86354905,111.2182049,1393,5,2,"2",0,0,TRUE
"6176","608",8,3087409.468,6702077.716,"0","1","FALSE",432.246541,"TRUE",0.1,1,80.14621468,16.68940388,111.2182049,1393,1.5,5,"2",0,10,FALSE
"6182","609",2,3087266.992,6701947.638,"0","0","TRUE",241.3935794,"TRUE",0.6,1,16.19879598,43.00487039,91.08481587,1590,15,25,"1",0,60,FALSE
"6183","609",3,3087266.992,6701947.638,"0","0","TRUE",241.3935794,"TRUE",0,1,48.46886,30.04257645,91.08481587,1590,20,15,"1",60,0,FALSE
"6184","609",4,3087266.992,6701947.638,"1","0","TRUE",241.3935794,"TRUE",0.02,1,39.16861048,53.90509409,91.08481587,1590,30,20,"1",0,2,TRUE
"6187","609",7,3087266.992,6701947.638,"0","1","TRUE",241.3935794,"TRUE",0.01,1,30.48373217,29.86354905,91.08481587,1590,8,40,"1",0,1,FALSE
"6188","609",8,3087266.992,6701947.638,"0","0","TRUE",241.3935794,"TRUE",0.2,1,80.14621468,16.68940388,91.08481587,1590,40,8,"1",1,20,FALSE
"6194","610",2,3087522.877,6702171.016,"0","0","TRUE",578.9185099,"TRUE",0.8,1,16.19879598,43.00487039,100.1105989,4525,25,50,"2",0,80,FALSE
"6195","610",3,3087522.877,6702171.016,"0","0","TRUE",578.9185099,"TRUE",0,1,48.46886,30.04257645,100.1105989,4525,35,25,"2",80,0,FALSE
"6196","610",4,3087522.877,6702171.016,"1","0","TRUE",578.9185099,"TRUE",0,1,39.16861048,53.90509409,100.1105989,4525,13,35,"2",0,0,TRUE
"6199","610",7,3087522.877,6702171.016,"1","1","TRUE",578.9185099,"TRUE",0.15,1,30.48373217,29.86354905,100.1105989,4525,15,30,"2",5,15,TRUE
"6200","610",8,3087522.877,6702171.016,"0","1","TRUE",578.9185099,"TRUE",0.4,1,80.14621468,16.68940388,100.1105989,4525,17,15,"2",15,40,FALSE
"6206","611",2,3107337.227,6716929.156,"0","0","FALSE",1824.222498,"TRUE",0.05,1,12.08098405,49.35487015,137.7862045,3665,2,1,"2",0,5,FALSE
"6207","611",3,3107337.227,6716929.156,"0","0","FALSE",1824.222498,"TRUE",0,1,45.10476828,18.56187676,137.7862045,3665,0,2,"2",5,0,FALSE
"6209","611",5,3107337.227,6716929.156,"0","0","FALSE",1824.222498,"TRUE",0.05,1,48.13520196,22.55330627,137.7862045,3665,3,3,"2",0,5,FALSE
"6210","611",6,3107337.227,6716929.156,"0","0","FALSE",1824.222498,"TRUE",0,1,67.47396605,13.78155722,137.7862045,3665,3.5,3,"2",5,0,FALSE
"6211","611",7,3107337.227,6716929.156,"0","0","FALSE",1824.222498,"TRUE",0.02,1,35.46297921,42.19953939,137.7862045,3665,1,3.5,"2",0,2,FALSE
"6212","611",8,3107337.227,6716929.156,"0","0","FALSE",1824.222498,"TRUE",0.07,1,84.72647865,10.65362603,137.7862045,3665,0.85,1,"2",2,7,FALSE
"6220","613",4,3123629.933,6700036.746,"0","0","FALSE",1159.285083,"TRUE",0.03,2,36.29022989,28.63981385,366.0705653,3734,5,1,"3",0,3,FALSE
"6221","613",5,3123629.933,6700036.746,"0","0","FALSE",1159.285083,"TRUE",0.01,2,62.08522636,33.06365845,366.0705653,3734,1,5,"3",3,1,FALSE
"6222","613",6,3123629.933,6700036.746,"0","0","FALSE",1159.285083,"TRUE",0.05,2,21.53025321,11.25178178,366.0705653,3734,0.5,1,"3",1,5,FALSE
"6223","613",7,3123629.933,6700036.746,"0","0","FALSE",1159.285083,"TRUE",0.02,2,49.96010707,54.58002129,366.0705653,3734,0.3,0.5,"3",5,2,FALSE
"6224","613",8,3123629.933,6700036.746,"0","0","FALSE",1159.285083,"TRUE",0.07,2,81.48381596,13.23935075,366.0705653,3734,0.5,0.3,"3",2,7,FALSE
"6230","614",2,3107094.678,6717593.129,"0","0","FALSE",2523.807001,"TRUE",0.1,1,7.679315776,44.03883767,114.1776425,1082,1,2,"2",0,10,FALSE
